Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)
6640	-13.01014	-0.8114185	3.998339
6641	-13.01014	-0.0262	4.018082
6642	-13.01014	1.852326	4.47513
6643	-13.01014	2.188307	3.34841
6644	-13.01014	3.610054	1.576692
6645	-13.01014	3.921816	0.0462
6646	-13.01014	3.600415	-1.506813
6647	-13.01014	1.973735	-2.503966
6648	-13.01014	-4.872846	0.0364
6649	-13.01014	-4.772529	0.9990087
6650	-13.01014	0.9667156	-4.672208
6651	-14.99637	0.1107225	0.61123
6652	-14.99637	0.3729749	0.1790874
6653	-14.99637	-0.8199276	0.2818996
6654	-14.99637	-0.4368635	-0.3307944
6655	-14.99637	-0.0424	1.092231
6656	-14.99637	-0.1665432	-0.9390488
6657	-14.99637	0.8547994	1.308466
6658	-14.99637	-0.5867571	1.11167
6659	-14.99637	0.4084637	1.660974
6660	-14.99637	1.159456	0.8472483
6661	-14.99637	1.356464	-1.244529
6662	-14.99637	1.82512	-0.9010689
6663	-14.99637	1.505386	0.4621357
6664	-14.99637	1.593377	-0.4518632
6665	-14.99637	1.872507	0.0964
6666	-14.99637	-1.228564	-0.750047
6667	-14.99637	-1.217089	1.263879
6668	-14.99637	-0.8161855	-2.058106
6669	-14.99637	-1.00728	-1.356339
6670	-14.99637	-0.0896	-1.734245
6671	-14.99637	0.6933253	-1.387069
6672	-14.99637	-1.543201	-2.288936
6673	-14.99637	-0.1701865	1.835696
6674	-14.99637	0.8501787	2.348929
6675	-14.99637	-1.983112	0.1055156
6676	-14.99637	-1.511842	-0.2470612
6677	-14.99637	1.483029	2.010684
6678	-14.99637	2.235796	1.019807
6679	-14.99637	1.934644	1.534918
6680	-14.99637	2.588807	-0.00335
6681	-14.99637	2.443186	0.5495461
6682	-14.99637	-1.85604	-1.686518
6683	-14.99637	-2.240121	-0.5132847
6684	-14.99637	-2.069879	-1.071
6685	-14.99637	2.343273	-1.058576
6686	-14.99637	-1.508531	2.097386
6687	-14.99637	-0.3687678	2.62058
6688	-14.99637	2.090832	-1.603864
6689	-14.99637	-1.071074	2.729748
6690	-14.99637	-2.379391	0.8866333
6691	-14.99637	0.8722671	-2.23165
6692	-14.99637	0.5536306	3.304989
6693	-14.99637	-2.762934	0.2041866
6694	-14.99637	-0.1511287	3.387298
6695	-14.99637	1.247128	3.124909
6696	-14.99637	-0.8242574	3.412904
6697	-14.99637	-1.406328	3.423161
6698	-14.99637	2.333984	2.462616
6699	-14.99637	1.820202	2.854717
6700	-14.99637	-3.100346	1.198511
6701	-14.99637	-2.137578	2.414271
6702	-14.99637	2.658814	1.95365
6703	-14.99637	-2.679889	1.871025
6704	-14.99637	3.276605	0.047
6705	-14.99637	3.204	0.728742
6706	-14.99637	-3.44313	0.4184586
6707	-14.99637	3.019762	-1.312513
6708	-14.99637	3.204839	-0.6152616
6709	-14.99637	-2.012443	-3.015486
6710	-14.99637	-2.285002	-2.535265
6711	-14.99637	-2.939791	-0.5237994
6712	-14.99637	2.665071	-1.988896
6713	-14.99637	1.528621	-1.983393
6714	-14.99637	0.1230678	-2.546927
6715	-14.99637	1.205993	-2.967677
6716	-14.99637	-1.381211	-3.027492
6717	-14.99637	-0.6392587	-2.857945
6718	-14.99637	0.7957672	4.107785
6719	-14.99637	1.575134	3.886542
6720	-14.99637	-1.666603	3.940998
6721	-14.99637	2.869171	2.956372
6722	-14.99637	-2.872703	2.982526
6723	-14.99637	3.415876	2.364828
6724	-14.99637	-3.355433	2.351984
6725	-14.99637	-3.81769	1.571011
6726	-14.99637	3.963427	0.8571568
6727	-14.99637	-4.358616	0.0758
6728	-14.99637	4.010901	-0.7798145
6729	-14.99637	-3.87874	-0.5419836
6730	-14.99637	-3.709159	-1.480349
6731	-14.99637	3.365103	-2.317071
6732	-14.99637	-3.403563	-2.291489
6733	-14.99637	2.959869	-2.961329
6734	-14.99637	-2.963604	-2.989658
6735	-14.99637	2.281963	-3.445003
6736	-14.99637	-2.34225	-3.552343
6737	-14.99637	1.557714	-3.755834
6738	-14.99637	-0.5526848	-3.760571
6739	-14.99637	0.0817	-4.24661
6740	-14.99637	0.7719	-3.970774
6741	-14.99637	0.023	4.990724
6742	-14.99637	0.9875143	4.921222
6743	-14.99637	-0.9545275	4.883084
6744	-14.99637	-1.929494	4.607177
6745	-14.99637	2.79031	4.196401
6746	-14.99637	-2.816178	4.228158
6747	-14.99637	3.52573	3.566506
6748	-14.99637	-3.543477	3.586252
6749	-14.99637	4.130551	2.805459
6750	-14.99637	-4.143941	2.819753
6751	-14.99637	4.559844	1.937684
6752	-14.99637	-4.623068	1.962545
6753	-14.99637	4.825812	1.008422
6754	-14.99637	4.910949	0.0581
6755	-14.99637	4.856672	-0.9423825
6756	-14.99637	-4.874982	-0.9313362
6757	-14.99637	4.576349	-1.885213
6758	-14.99637	4.146082	-2.752371
6759	-14.99637	-4.152361	-2.739395
6760	-14.99637	3.53178	-3.49472
6761	-14.99637	-3.551119	-3.540011
6762	-14.99637	2.779583	-4.134162
6763	-14.99637	-2.779432	-4.193068
6764	-14.99637	1.912385	-4.573021
6765	-14.99637	-1.847062	-4.579698
6766	-14.99637	-0.9300994	-4.822371
6767	-14.99637	0.00982	-4.937347
6768	-14.99637	2.257792	-5.412877
6769	-14.99637	3.277278	-4.867593
6770	-14.99637	4.163491	-4.142633
6771	-14.99637	4.88427	-3.253937
6772	-14.99637	5.410295	-2.231992
6773	-14.99637	5.734708	-1.118846
6774	-14.99637	5.846149	0.0269
6775	-14.99637	5.748484	1.168124
6776	-14.99637	5.429063	2.267186
6777	-14.99637	4.897645	3.292671
6778	-14.99637	4.179353	4.185722
6779	-14.99637	3.288762	4.935142
6780	-14.99637	2.266743	5.481924
6781	-14.99637	1.157228	5.804589
6782	-14.99637	0.0138	5.916018
6783	-14.99637	-1.14438	5.798275
6784	-14.99637	-2.272145	5.475094
6785	-14.99637	-3.299507	4.955283
6786	-14.99637	-4.186471	4.215732
6787	-14.99637	-4.916002	3.31995
6788	-14.99637	-5.466039	2.298793
6789	-14.99637	-5.828025	1.207346
6790	-14.99637	-5.947556	0.0145
6791	-14.99637	-5.79226	-1.138679
6792	-14.99637	-5.438041	-2.227353
6793	-14.99637	-4.905632	-3.241978
6794	-14.99637	-4.175657	-4.164943
6795	-14.99637	-3.26248	-4.91353
6796	-14.99637	-2.217744	-5.424411
6797	-14.99637	-1.130008	-5.743171
6798	-14.99637	0.00845	-5.862635
6799	-14.99637	1.161441	-5.751833
6800	-14.99637	-1.609728	0.6351773
6801	-14.99637	-0.7869154	1.931033
6802	-14.99637	0.7715378	-0.3516231
6803	-14.99637	-2.907027	-1.264675
6804	-14.99637	-1.967363	1.472137
6805	-14.99637	-1.717005	2.884777
6806	-14.99637	0.2451898	2.54758
6807	-14.99637	2.978438	1.356253
6808	-14.99637	2.473029	-0.4918438
6809	-14.99637	0.3879642	-3.267713
6810	-14.99637	-1.513623	-3.80471
6811	-14.99637	-2.591719	-1.932348
6812	-14.99637	-4.56751	-1.833616
6813	-14.99637	-4.142704	0.7742163
6814	-14.99637	-2.328588	3.530962
6815	-14.99637	-0.8459312	4.168404
6816	-14.99637	-0.0273	4.188987
6817	-14.99637	1.931113	4.665474
6818	-14.99637	2.281384	3.49083
6819	-14.99637	3.763603	1.643754
6820	-14.99637	4.088626	0.0482
6821	-14.99637	3.753555	-1.570904
6822	-14.99637	2.057685	-2.610469
6823	-14.99637	-5.080107	0.038
6824	-14.99637	-4.975523	1.0415
6825	-14.99637	1.007834	-4.870935
6826	-16.97603	0.1158794	0.6396985
6827	-16.97603	0.3903465	0.1874285
6828	-16.97603	-0.8581164	0.2950293
6829	-16.97603	-0.4572107	-0.3462014
6830	-16.97603	-0.0444	1.143102
6831	-16.97603	-0.1743001	-0.9827858
6832	-16.97603	0.8946124	1.369409
6833	-16.97603	-0.6140858	1.163447
6834	-16.97603	0.4274882	1.738335
6835	-16.97603	1.213459	0.8867096
6836	-16.97603	1.419643	-1.302494
6837	-16.97603	1.910127	-0.943037
6838	-16.97603	1.575501	0.4836601
6839	-16.97603	1.66759	-0.4729091
6840	-16.97603	1.95972	0.1009009
6841	-16.97603	-1.285785	-0.784981
6842	-16.97603	-1.273775	1.322745
6843	-16.97603	-0.8542001	-2.153965
6844	-16.97603	-1.054195	-1.419512
6845	-16.97603	-0.0938	-1.815019
6846	-16.97603	0.7256175	-1.451673
6847	-16.97603	-1.615077	-2.395545
6848	-16.97603	-0.178113	1.921195
6849	-16.97603	0.8897765	2.458333
6850	-16.97603	-2.075477	0.1104301
6851	-16.97603	-1.582258	-0.2585683
6852	-16.97603	1.552103	2.104333
6853	-16.97603	2.339931	1.067305
6854	-16.97603	2.024752	1.606408
6855	-16.97603	2.709383	-0.00351
6856	-16.97603	2.55698	0.5751417
6857	-16.97603	-1.942487	-1.765069
6858	-16.97603	-2.344456	-0.5371913
6859	-16.97603	-2.166285	-1.120883
6860	-16.97603	2.452413	-1.10788
6861	-16.97603	-1.578792	2.195073
6862	-16.97603	-0.3859434	2.742636
6863	-16.97603	2.188214	-1.678565
6864	-16.97603	-1.120961	2.856888
6865	-16.97603	-2.490213	0.927929
6866	-16.97603	0.9128936	-2.335591
6867	-16.97603	0.5794164	3.458921
6868	-16.97603	-2.89162	0.2136967
6869	-16.97603	-0.1581677	3.545065
6870	-16.97603	1.305214	3.270454
6871	-16.97603	-0.862648	3.571863
6872	-16.97603	-1.471829	3.582597
6873	-16.97603	2.442691	2.577314
6874	-16.97603	1.904979	2.987678
6875	-16.97603	-3.244747	1.254333
6876	-16.97603	-2.237138	2.526718
6877	-16.97603	2.782651	2.044643
6878	-16.97603	-2.804707	1.95817
6879	-16.97603	3.429216	0.0492
6880	-16.97603	3.353229	0.7626838
6881	-16.97603	-3.603496	0.4379487
6882	-16.97603	3.16041	-1.373645
6883	-16.97603	3.354107	-0.6439179
6884	-16.97603	-2.106174	-3.155934
6885	-16.97603	-2.391428	-2.653347
6886	-16.97603	-3.076714	-0.5481958
6887	-16.97603	2.7892	-2.081531
6888	-16.97603	1.599818	-2.075771
6889	-16.97603	0.1287998	-2.665552
6890	-16.97603	1.262163	-3.105899
6891	-16.97603	-1.445542	-3.1685
6892	-16.97603	-0.6690328	-2.991056
6893	-16.97603	0.8328308	4.299109
6894	-16.97603	1.648497	4.067561
6895	-16.97603	-1.744226	4.124553
6896	-16.97603	3.002805	3.094068
6897	-16.97603	-3.006501	3.12144
6898	-16.97603	3.574973	2.474972
6899	-16.97603	-3.511715	2.46153
6900	-16.97603	-3.995502	1.644182
6901	-16.97603	4.148027	0.8970796
6902	-16.97603	-4.561623	0.0793
6903	-16.97603	4.197713	-0.816135
6904	-16.97603	-4.059396	-0.5672269
6905	-16.97603	-3.881917	-1.549297
6906	-16.97603	3.521835	-2.424991
6907	-16.97603	-3.562087	-2.398217
6908	-16.97603	3.097728	-3.099255
6909	-16.97603	-3.101636	-3.128904
6910	-16.97603	2.388247	-3.605457
6911	-16.97603	-2.451342	-3.717797
6912	-16.97603	1.630266	-3.930765
6913	-16.97603	-0.5784266	-3.935723
6914	-16.97603	0.0855	-4.4444
6915	-16.97603	0.8078519	-4.155716
6916	-16.97603	0.024	5.223171
6917	-16.97603	1.033509	5.150432
6918	-16.97603	-0.9989854	5.110518
6919	-16.97603	-2.019362	4.82176
6920	-16.97603	2.920271	4.391852
6921	-16.97603	-2.947344	4.425089
6922	-16.97603	3.689944	3.732619
6923	-16.97603	-3.708518	3.753285
6924	-16.97603	4.322936	2.936126
6925	-16.97603	-4.336949	2.951085
6926	-16.97603	4.772222	2.027933
6927	-16.97603	-4.838391	2.053952
6928	-16.97603	5.050579	1.05539
6929	-16.97603	5.13968	0.0608
6930	-16.97603	5.082876	-0.9862747
6931	-16.97603	-5.102039	-0.974714
6932	-16.97603	4.789496	-1.973018
6933	-16.97603	4.33919	-2.880565
6934	-16.97603	-4.345761	-2.866985
6935	-16.97603	3.696275	-3.65749
6936	-16.97603	-3.716515	-3.70489
6937	-16.97603	2.909045	-4.326715
6938	-16.97603	-2.908887	-4.388364
6939	-16.97603	2.001456	-4.786014
6940	-16.97603	-1.933091	-4.793002
6941	-16.97603	-0.9734196	-5.046978
6942	-16.97603	0.0103	-5.167308
6943	-16.97603	2.36295	-5.664987
6944	-16.97603	3.42992	-5.094305
6945	-16.97603	4.357409	-4.33558
6946	-16.97603	5.111759	-3.405492
6947	-16.97603	5.662284	-2.335948
6948	-16.97603	6.001807	-1.170958
6949	-16.97603	6.118439	0.0282
6950	-16.97603	6.016224	1.222531
6951	-16.97603	5.681926	2.372782
6952	-16.97603	5.125756	3.44603
6953	-16.97603	4.37401	4.380676
6954	-16.97603	3.441939	5.165
6955	-16.97603	2.372319	5.737249
6956	-16.97603	1.211127	6.074943
6957	-16.97603	0.0144	6.191562
6958	-16.97603	-1.19768	6.068334
6959	-16.97603	-2.377972	5.730101
6960	-16.97603	-3.453185	5.18608
6961	-16.97603	-4.38146	4.412083
6962	-16.97603	-5.144969	3.47458
6963	-16.97603	-5.720624	2.405862
6964	-16.97603	-6.099471	1.263579
6965	-16.97603	-6.224568	0.0151
6966	-16.97603	-6.062039	-1.191714
6967	-16.97603	-5.691322	-2.331094
6968	-16.97603	-5.134116	-3.392976
6969	-16.97603	-4.370142	-4.358929
6970	-16.97603	-3.414433	-5.142382
6971	-16.97603	-2.321038	-5.677057
6972	-16.97603	-1.182639	-6.010664
6973	-16.97603	0.00884	-6.135692
6974	-16.97603	1.215536	-6.01973
6975	-16.97603	-1.684702	0.6647611
6976	-16.97603	-0.8235667	2.020972
6977	-16.97603	0.8074728	-0.3680003
6978	-16.97603	-3.042424	-1.323578
6979	-16.97603	-2.058994	1.540703
6980	-16.97603	-1.796976	3.019138
6981	-16.97603	0.2566097	2.666236
6982	-16.97603	3.117162	1.419422
6983	-16.97603	2.588212	-0.5147519
6984	-16.97603	0.406034	-3.41991
6985	-16.97603	-1.584122	-3.981917
6986	-16.97603	-2.71243	-2.022349
6987	-16.97603	-4.780246	-1.919018
6988	-16.97603	-4.335654	0.810276
6989	-16.97603	-2.437044	3.695419
6990	-16.97603	-0.8853312	4.362551
6991	-16.97603	-0.0286	4.384092
6992	-16.97603	2.021056	4.882773
6993	-16.97603	2.387642	3.653419
6994	-16.97603	3.938896	1.720314
6995	-16.97603	4.279058	0.0504
6996	-16.97603	3.92838	-1.64407
6997	-16.97603	2.153524	-2.732054
6998	-16.97603	-5.316717	0.0398
6999	-16.97603	-5.207263	1.090009
7000	-16.97603	1.054774	-5.097803
7001	-18.94828	0.1216739	0.6716859
7002	-18.94828	0.4098653	0.1968006
7003	-18.94828	-0.9010255	0.3097819
7004	-18.94828	-0.480073	-0.3635128
7005	-18.94828	-0.0466	1.200262
7006	-18.94828	-0.1830158	-1.031929
7007	-18.94828	0.9393464	1.437884
7008	-18.94828	-0.6447924	1.221624
7009	-18.94828	0.4488643	1.825259
7010	-18.94828	1.274137	0.9310485
7011	-18.94828	1.49063	-1.367624
7012	-18.94828	2.00564	-0.9901925
7013	-18.94828	1.654282	0.5078449
7014	-18.94828	1.750976	-0.4965564
7015	-18.94828	2.057714	0.1059463
7016	-18.94828	-1.350079	-0.8242331
7017	-18.94828	-1.337469	1.388887
7018	-18.94828	-0.8969133	-2.261671
7019	-18.94828	-1.106908	-1.490493
7020	-18.94828	-0.0985	-1.905777
7021	-18.94828	0.7619011	-1.524262
7022	-18.94828	-1.695837	-2.515332
7023	-18.94828	-0.1870194	2.017262
7024	-18.94828	0.9342687	2.581259
7025	-18.94828	-2.179259	0.115952
7026	-18.94828	-1.661376	-0.2714977
7027	-18.94828	1.629714	2.209558
7028	-18.94828	2.456936	1.120675
7029	-18.94828	2.125997	1.686735
7030	-18.94828	2.844862	-0.00368
7031	-18.94828	2.684839	0.603901
7032	-18.94828	-2.039618	-1.853329
7033	-18.94828	-2.461688	-0.564053
7034	-18.94828	-2.274608	-1.176931
7035	-18.94828	2.575043	-1.163278
7036	-18.94828	-1.657737	2.304835
7037	-18.94828	-0.4052421	2.879778
7038	-18.94828	2.297633	-1.7625
7039	-18.94828	-1.177013	2.999743
7040	-18.94828	-2.614734	0.9743291
7041	-18.94828	0.9585418	-2.45238
7042	-18.94828	0.6083894	3.631881
7043	-18.94828	-3.036212	0.2243824
7044	-18.94828	-0.1660767	3.722332
7045	-18.94828	1.37048	3.43399
7046	-18.94828	-0.9057837	3.75047
7047	-18.94828	-1.545426	3.761741
7048	-18.94828	2.564835	2.70619
7049	-18.94828	2.000235	3.137073
7050	-18.94828	-3.406997	1.317055
7051	-18.94828	-2.349003	2.653063
7052	-18.94828	2.921794	2.146883
7053	-18.94828	-2.944953	2.056086
7054	-18.94828	3.60069	0.0516
7055	-18.94828	3.520903	0.8008209
7056	-18.94828	-3.783685	0.4598478
7057	-18.94828	3.318443	-1.442332
7058	-18.94828	3.521825	-0.6761163
7059	-18.94828	-2.211491	-3.313743
7060	-18.94828	-2.511009	-2.786025
7061	-18.94828	-3.230562	-0.5756077
7062	-18.94828	2.92867	-2.185615
7063	-18.94828	1.679815	-2.179567
7064	-18.94828	0.1352402	-2.79884
7065	-18.94828	1.325276	-3.261206
7066	-18.94828	-1.517825	-3.326937
7067	-18.94828	-0.7024869	-3.14062
7068	-18.94828	0.8744755	4.514081
7069	-18.94828	1.730928	4.270955
7070	-18.94828	-1.831444	4.330796
7071	-18.94828	3.152956	3.248783
7072	-18.94828	-3.156838	3.277524
7073	-18.94828	3.753736	2.59873
7074	-18.94828	-3.687314	2.584616
7075	-18.94828	-4.195292	1.726398
7076	-18.94828	4.355444	0.941937
7077	-18.94828	-4.789721	0.0833
7078	-18.94828	4.407614	-0.8569449
7079	-18.94828	-4.262381	-0.5955905
7080	-18.94828	-4.076027	-1.626768
7081	-18.94828	3.69794	-2.546249
7082	-18.94828	-3.740205	-2.518137
7083	-18.94828	3.252626	-3.25423
7084	-18.94828	-3.25673	-3.285361
7085	-18.94828	2.507669	-3.785743
7086	-18.94828	-2.573919	-3.903701
7087	-18.94828	1.711786	-4.127318
7088	-18.94828	-0.6073502	-4.132524
7089	-18.94828	0.0898	-4.666637
7090	-18.94828	0.8482476	-4.363518
7091	-18.94828	0.0252	5.48435
7092	-18.94828	1.085188	5.407973
7093	-18.94828	-1.048939	5.366064
7094	-18.94828	-2.120338	5.062866
7095	-18.94828	3.066296	4.611461
7096	-18.94828	-3.094723	4.64636
7097	-18.94828	3.874455	3.919264
7098	-18.94828	-3.893958	3.940963
7099	-18.94828	4.539099	3.082943
7100	-18.94828	-4.553813	3.098651
7101	-18.94828	5.010851	2.129338
7102	-18.94828	-5.080329	2.156657
7103	-18.94828	5.303127	1.108163
7104	-18.94828	5.396684	0.0638
7105	-18.94828	5.337039	-1.035592
7106	-18.94828	-5.35716	-1.023453
7107	-18.94828	5.02899	-2.071676
7108	-18.94828	4.556166	-3.024605
7109	-18.94828	-4.563066	-3.010345
7110	-18.94828	3.881104	-3.840378
7111	-18.94828	-3.902355	-3.890149
7112	-18.94828	3.054508	-4.543067
7113	-18.94828	-3.054342	-4.607799
7114	-18.94828	2.101537	-5.025333
7115	-18.94828	-2.029753	-5.03267
7116	-18.94828	-1.022094	-5.299345
7117	-18.94828	0.0108	-5.425694
7118	-18.94828	2.481107	-5.948257
7119	-18.94828	3.601429	-5.34904
7120	-18.94828	4.575296	-4.552376
7121	-18.94828	5.367366	-3.575779
7122	-18.94828	5.94542	-2.452755
7123	-18.94828	6.30192	-1.22951
7124	-18.94828	6.424384	0.0296
7125	-18.94828	6.317058	1.283662
7126	-18.94828	5.966044	2.491431
7127	-18.94828	5.382064	3.618345
7128	-18.94828	4.592727	4.599727
7129	-18.94828	3.614049	5.42327
7130	-18.94828	2.490944	6.024134
7131	-18.94828	1.271688	6.378714
7132	-18.94828	0.0151	6.501163
7133	-18.94828	-1.257569	6.371774
7134	-18.94828	-2.496879	6.016628
7135	-18.94828	-3.625857	5.445403
7136	-18.94828	-4.600549	4.632704
7137	-18.94828	-5.402237	3.648322
7138	-18.94828	-6.006677	2.526164
7139	-18.94828	-6.404468	1.326763
7140	-18.94828	-6.535821	0.0159
7141	-18.94828	-6.365165	-1.251304
7142	-18.94828	-5.97591	-2.447657
7143	-18.94828	-5.390841	-3.562638
7144	-18.94828	-4.588665	-4.576892
7145	-18.94828	-3.585167	-5.39952
7146	-18.94828	-2.437099	-5.960932
7147	-18.94828	-1.241775	-6.311221
7148	-18.94828	0.00929	-6.4425
7149	-18.94828	1.276318	-6.320739
7150	-18.94828	-1.768944	0.6980017
7151	-18.94828	-0.8647481	2.122029
7152	-18.94828	0.8478495	-0.3864017
7153	-18.94828	-3.194557	-1.389762
7154	-18.94828	-2.161952	1.617744
7155	-18.94828	-1.886832	3.170107
7156	-18.94828	0.2694412	2.799558
7157	-18.94828	3.273032	1.490399
7158	-18.94828	2.717633	-0.5404915
7159	-18.94828	0.4263373	-3.590919
7160	-18.94828	-1.663334	-4.181028
7161	-18.94828	-2.848062	-2.123474
7162	-18.94828	-5.019276	-2.014977
7163	-18.94828	-4.552453	0.8507929
7164	-18.94828	-2.558905	3.880204
7165	-18.94828	-0.9296011	4.580695
7166	-18.94828	-0.03	4.603314
7167	-18.94828	2.122117	5.12693
7168	-18.94828	2.507033	3.836104
7169	-18.94828	4.135856	1.806336
7170	-18.94828	4.493027	0.053
7171	-18.94828	4.124814	-1.726279
7172	-18.94828	2.261208	-2.868667
7173	-18.94828	-5.582573	0.0418
7174	-18.94828	-5.467646	1.144514
7175	-18.94828	1.107517	-5.352713
7176	-20.91223	0.1281032	0.7071781
7177	-20.91223	0.4315228	0.2071997
7178	-20.91223	-0.9486361	0.326151
7179	-20.91223	-0.5054403	-0.382721
7180	-20.91223	-0.0491	1.263684
7181	-20.91223	-0.1926864	-1.086456
7182	-20.91223	0.988982	1.513863
7183	-20.91223	-0.6788635	1.286175
7184	-20.91223	0.4725825	1.921706
7185	-20.91223	1.341463	0.9802455
7186	-20.91223	1.569396	-1.43989
7187	-20.91223	2.111619	-1.042515
7188	-20.91223	1.741695	0.5346797
7189	-20.91223	1.843498	-0.5227947
7190	-20.91223	2.166445	0.1115446
7191	-20.91223	-1.421418	-0.8677859
7192	-20.91223	-1.408142	1.462277
7193	-20.91223	-0.9443066	-2.381179
7194	-20.91223	-1.165398	-1.569251
7195	-20.91223	-0.1036821	-2.006479
7196	-20.91223	0.8021604	-1.604805
7197	-20.91223	-1.785446	-2.648243
7198	-20.91223	-0.1969016	2.123855
7199	-20.91223	0.983636	2.717654
7200	-20.91223	-2.294412	0.122079
7201	-20.91223	-1.749164	-0.2858437
7202	-20.91223	1.715829	2.326312
7203	-20.91223	2.586762	1.179892
7204	-20.91223	2.238336	1.775863
7205	-20.91223	2.995186	-0.00388
7206	-20.91223	2.826707	0.6358114
7207	-20.91223	-2.147393	-1.95126
7208	-20.91223	-2.591765	-0.5938578
7209	-20.91223	-2.394799	-1.239121
7210	-20.91223	2.711109	-1.224746
7211	-20.91223	-1.745333	2.426624
7212	-20.91223	-0.4266553	3.031947
7213	-20.91223	2.419041	-1.855631
7214	-20.91223	-1.239207	3.158251
7215	-20.91223	-2.752898	1.025813
7216	-20.91223	1.009192	-2.581964
7217	-20.91223	0.640537	3.823791
7218	-20.91223	-3.196647	0.2362389
7219	-20.91223	-0.1748522	3.919021
7220	-20.91223	1.442897	3.615443
7221	-20.91223	-0.9536457	3.948646
7222	-20.91223	-1.627087	3.960513
7223	-20.91223	2.700362	2.849186
7224	-20.91223	2.105929	3.302837
7225	-20.91223	-3.587024	1.386648
7226	-20.91223	-2.473126	2.793252
7227	-20.91223	3.076183	2.260325
7228	-20.91223	-3.100566	2.16473
7229	-20.91223	3.790952	0.0543
7230	-20.91223	3.706949	0.8431367
7231	-20.91223	-3.983617	0.4841464
7232	-20.91223	3.493791	-1.518546
7233	-20.91223	3.70792	-0.7118426
7234	-20.91223	-2.328347	-3.488843
7235	-20.91223	-2.643692	-2.93324
7236	-20.91223	-3.401266	-0.6060231
7237	-20.91223	3.083423	-2.301104
7238	-20.91223	1.768577	-2.294737
7239	-20.91223	0.1423864	-2.946732
7240	-20.91223	1.395304	-3.43353
7241	-20.91223	-1.598028	-3.502734
7242	-20.91223	-0.7396067	-3.306572
7243	-20.91223	0.9206833	4.752606
7244	-20.91223	1.822391	4.496634
7245	-20.91223	-1.928219	4.559638
7246	-20.91223	3.31956	3.42045
7247	-20.91223	-3.323647	3.45071
7248	-20.91223	3.952085	2.736048
7249	-20.91223	-3.882154	2.721188
7250	-20.91223	-4.416974	1.817621
7251	-20.91223	4.585588	0.9917094
7252	-20.91223	-5.042812	0.0877
7253	-20.91223	4.640515	-0.9022263
7254	-20.91223	-4.487607	-0.6270618
7255	-20.91223	-4.291406	-1.712727
7256	-20.91223	3.893341	-2.680794
7257	-20.91223	-3.937839	-2.651197
7258	-20.91223	3.424496	-3.426185
7259	-20.91223	-3.428817	-3.458961
7260	-20.91223	2.640175	-3.985784
7261	-20.91223	-2.709926	-4.109974
7262	-20.91223	1.802237	-4.345407
7263	-20.91223	-0.6394428	-4.350888
7264	-20.91223	0.0945	-4.913224
7265	-20.91223	0.8930694	-4.594089
7266	-20.91223	0.0266	5.774146
7267	-20.91223	1.14253	5.693733
7268	-20.91223	-1.104365	5.649609
7269	-20.91223	-2.232378	5.33039
7270	-20.91223	3.228321	4.855133
7271	-20.91223	-3.258249	4.891876
7272	-20.91223	4.079183	4.126359
7273	-20.91223	-4.099717	4.149206
7274	-20.91223	4.778947	3.245847
7275	-20.91223	-4.794439	3.262385
7276	-20.91223	5.275627	2.241853
7277	-20.91223	-5.348776	2.270616
7278	-20.91223	5.583347	1.166719
7279	-20.91223	5.681848	0.0672
7280	-20.91223	5.619051	-1.090313
7281	-20.91223	-5.640235	-1.077533
7282	-20.91223	5.294724	-2.181145
7283	-20.91223	4.796916	-3.184426
7284	-20.91223	-4.80418	-3.169414
7285	-20.91223	4.086183	-4.043305
7286	-20.91223	-4.108558	-4.095706
7287	-20.91223	3.21591	-4.783125
7288	-20.91223	-3.215735	-4.851277
7289	-20.91223	2.212583	-5.290874
7290	-20.91223	-2.137006	-5.298599
7291	-20.91223	-1.076102	-5.579366
7292	-20.91223	0.0114	-5.71239
7293	-20.91223	2.61221	-6.262567
7294	-20.91223	3.79173	-5.631686
7295	-20.91223	4.817057	-4.792925
7296	-20.91223	5.65098	-3.764725
7297	-20.91223	6.259578	-2.58236
7298	-20.91223	6.634916	-1.294478
7299	-20.91223	6.763852	0.0312
7300	-20.91223	6.650855	1.351491
7301	-20.91223	6.281293	2.623079
7302	-20.91223	5.666455	3.80954
7303	-20.91223	4.835409	4.842778
7304	-20.91223	3.805017	5.709838
7305	-20.91223	2.622567	6.342452
7306	-20.91223	1.338885	6.715768
7307	-20.91223	0.0159	6.844688
7308	-20.91223	-1.324019	6.708462
7309	-20.91223	-2.628816	6.33455
7310	-20.91223	-3.817449	5.733141
7311	-20.91223	-4.843645	4.877499
7312	-20.91223	-5.687694	3.841101
7313	-20.91223	-6.324073	2.659648
7314	-20.91223	-6.742883	1.39687
7315	-20.91223	-6.881176	0.0167
7316	-20.91223	-6.701503	-1.317424
7317	-20.91223	-6.29168	-2.576993
7318	-20.91223	-5.675696	-3.750889
7319	-20.91223	-4.831133	-4.818737
7320	-20.91223	-3.774609	-5.684834
7321	-20.91223	-2.565876	-6.27591
7322	-20.91223	-1.307391	-6.644709
7323	-20.91223	0.00978	-6.782925
7324	-20.91223	1.343759	-6.65473
7325	-20.91223	-1.862416	0.7348845
7326	-20.91223	-0.9104418	2.234158
7327	-20.91223	0.8926503	-0.4068193
7328	-20.91223	-3.363359	-1.463198
7329	-20.91223	-2.27619	1.703227
